image_id,healthy,multiple_diseases,rust,scab
Train_133_contour,0,0,1,0
Train_133_cut,0,0,1,0
Train_133_gaus,0,0,1,0
Train_133_seg,0,0,1,0
Train_134_contour,1,0,0,0
Train_134_cut,1,0,0,0
Train_134_gaus,1,0,0,0
Train_134_seg,1,0,0,0
Train_135_contour,1,0,0,0
Train_135_cut,1,0,0,0
Train_135_gaus,1,0,0,0
Train_135_seg,1,0,0,0
Train_136_contour,1,0,0,0
Train_136_cut,1,0,0,0
Train_136_gaus,1,0,0,0
Train_136_seg,1,0,0,0
Train_137_contour,1,0,0,0
Train_137_cut,1,0,0,0
Train_137_gaus,1,0,0,0
Train_137_seg,1,0,0,0
Train_138_contour,0,0,0,1
Train_138_cut,0,0,0,1
Train_138_gaus,0,0,0,1
Train_138_seg,0,0,0,1
Train_139_contour,0,0,1,0
Train_139_cut,0,0,1,0
Train_139_gaus,0,0,1,0
Train_139_seg,0,0,1,0
Train_140_contour,0,0,0,1
Train_140_cut,0,0,0,1
Train_140_gaus,0,0,0,1
Train_140_seg,0,0,0,1
Train_141_contour,0,0,1,0
Train_141_cut,0,0,1,0
Train_141_gaus,0,0,1,0
Train_141_seg,0,0,1,0
Train_142_contour,0,0,0,1
Train_142_cut,0,0,0,1
Train_142_gaus,0,0,0,1
Train_142_seg,0,0,0,1
Train_143_contour,0,0,0,1
Train_143_cut,0,0,0,1
Train_143_gaus,0,0,0,1
Train_143_seg,0,0,0,1
Train_144_contour,1,0,0,0
Train_144_cut,1,0,0,0
Train_144_gaus,1,0,0,0
Train_144_seg,1,0,0,0
Train_145_contour,0,0,0,1
Train_145_cut,0,0,0,1
Train_145_gaus,0,0,0,1
Train_145_seg,0,0,0,1
Train_146_contour,1,0,0,0
Train_146_cut,1,0,0,0
Train_146_gaus,1,0,0,0
Train_146_seg,1,0,0,0
Train_147_contour,0,0,0,1
Train_147_cut,0,0,0,1
Train_147_gaus,0,0,0,1
Train_147_seg,0,0,0,1
Train_148_contour,0,0,1,0
Train_148_cut,0,0,1,0
Train_148_gaus,0,0,1,0
Train_148_seg,0,0,1,0
Train_149_contour,0,0,0,1
Train_149_cut,0,0,0,1
Train_149_gaus,0,0,0,1
Train_149_seg,0,0,0,1
Train_150_contour,0,0,0,1
Train_150_cut,0,0,0,1
Train_150_gaus,0,0,0,1
Train_150_seg,0,0,0,1
Train_151_contour,1,0,0,0
Train_151_cut,1,0,0,0
Train_151_gaus,1,0,0,0
Train_151_seg,1,0,0,0
Train_152_contour,0,0,0,1
Train_152_cut,0,0,0,1
Train_152_gaus,0,0,0,1
Train_152_seg,0,0,0,1
Train_153_contour,0,0,0,1
Train_153_cut,0,0,0,1
Train_153_gaus,0,0,0,1
Train_153_seg,0,0,0,1
Train_154_contour,0,0,0,1
Train_154_cut,0,0,0,1
Train_154_gaus,0,0,0,1
Train_154_seg,0,0,0,1
Train_155_contour,0,0,0,1
Train_155_cut,0,0,0,1
Train_155_gaus,0,0,0,1
Train_155_seg,0,0,0,1
Train_156_contour,0,0,1,0
Train_156_cut,0,0,1,0
Train_156_gaus,0,0,1,0
Train_156_seg,0,0,1,0
Train_157_contour,0,0,1,0
Train_157_cut,0,0,1,0
Train_157_gaus,0,0,1,0
Train_157_seg,0,0,1,0
Train_158_contour,0,0,0,1
Train_158_cut,0,0,0,1
Train_158_gaus,0,0,0,1
Train_158_seg,0,0,0,1
Train_159_contour,0,0,1,0
Train_159_cut,0,0,1,0
Train_159_gaus,0,0,1,0
Train_159_seg,0,0,1,0
Train_160_contour,0,0,0,1
Train_160_cut,0,0,0,1
Train_160_gaus,0,0,0,1
Train_160_seg,0,0,0,1
Train_161_contour,0,0,0,1
Train_161_cut,0,0,0,1
Train_161_gaus,0,0,0,1
Train_161_seg,0,0,0,1
Train_162_contour,1,0,0,0
Train_162_cut,1,0,0,0
Train_162_gaus,1,0,0,0
Train_162_seg,1,0,0,0
Train_163_contour,0,0,0,1
Train_163_cut,0,0,0,1
Train_163_gaus,0,0,0,1
Train_163_seg,0,0,0,1
Train_164_contour,0,0,1,0
Train_164_cut,0,0,1,0
Train_164_gaus,0,0,1,0
Train_164_seg,0,0,1,0
Train_165_contour,0,0,1,0
Train_165_cut,0,0,1,0
Train_165_gaus,0,0,1,0
Train_165_seg,0,0,1,0
Train_166_contour,0,0,0,1
Train_166_cut,0,0,0,1
Train_166_gaus,0,0,0,1
Train_166_seg,0,0,0,1
Train_167_contour,1,0,0,0
Train_167_cut,1,0,0,0
Train_167_gaus,1,0,0,0
Train_167_seg,1,0,0,0
Train_168_contour,0,0,0,1
Train_168_cut,0,0,0,1
Train_168_gaus,0,0,0,1
Train_168_seg,0,0,0,1
Train_169_contour,0,0,0,1
Train_169_cut,0,0,0,1
Train_169_gaus,0,0,0,1
Train_169_seg,0,0,0,1
Train_170_contour,0,1,0,0
Train_170_cut,0,1,0,0
Train_170_gaus,0,1,0,0
Train_170_seg,0,1,0,0
Train_171_contour,0,0,1,0
Train_171_cut,0,0,1,0
Train_171_gaus,0,0,1,0
Train_171_seg,0,0,1,0
Train_172_contour,0,0,0,1
Train_172_cut,0,0,0,1
Train_172_gaus,0,0,0,1
Train_172_seg,0,0,0,1
Train_173_contour,0,0,0,1
Train_173_cut,0,0,0,1
Train_173_gaus,0,0,0,1
Train_173_seg,0,0,0,1
Train_174_contour,1,0,0,0
Train_174_cut,1,0,0,0
Train_174_gaus,1,0,0,0
Train_174_seg,1,0,0,0
Train_175_contour,1,0,0,0
Train_175_cut,1,0,0,0
Train_175_gaus,1,0,0,0
Train_175_seg,1,0,0,0
Train_176_contour,0,0,0,1
Train_176_cut,0,0,0,1
Train_176_gaus,0,0,0,1
Train_176_seg,0,0,0,1
Train_177_contour,0,0,0,1
Train_177_cut,0,0,0,1
Train_177_gaus,0,0,0,1
Train_177_seg,0,0,0,1
Train_178_contour,0,0,1,0
Train_178_cut,0,0,1,0
Train_178_gaus,0,0,1,0
Train_178_seg,0,0,1,0
Train_179_contour,1,0,0,0
Train_179_cut,1,0,0,0
Train_179_gaus,1,0,0,0
Train_179_seg,1,0,0,0
Train_180_contour,0,1,0,0
Train_180_cut,0,1,0,0
Train_180_gaus,0,1,0,0
Train_180_seg,0,1,0,0
Train_181_contour,0,0,1,0
Train_181_cut,0,0,1,0
Train_181_gaus,0,0,1,0
Train_181_seg,0,0,1,0
Train_182_contour,0,0,0,1
Train_182_cut,0,0,0,1
Train_182_gaus,0,0,0,1
Train_182_seg,0,0,0,1
Train_183_contour,0,0,1,0
Train_183_cut,0,0,1,0
Train_183_gaus,0,0,1,0
Train_183_seg,0,0,1,0
Train_184_contour,0,0,1,0
Train_184_cut,0,0,1,0
Train_184_gaus,0,0,1,0
Train_184_seg,0,0,1,0
Train_185_contour,0,0,0,1
Train_185_cut,0,0,0,1
Train_185_gaus,0,0,0,1
Train_185_seg,0,0,0,1
Train_186_contour,0,0,0,1
Train_186_cut,0,0,0,1
Train_186_gaus,0,0,0,1
Train_186_seg,0,0,0,1
Train_187_contour,0,0,1,0
Train_187_cut,0,0,1,0
Train_187_gaus,0,0,1,0
Train_187_seg,0,0,1,0
Train_188_contour,0,0,1,0
Train_188_cut,0,0,1,0
Train_188_gaus,0,0,1,0
Train_188_seg,0,0,1,0
Train_189_contour,0,0,0,1
Train_189_cut,0,0,0,1
Train_189_gaus,0,0,0,1
Train_189_seg,0,0,0,1
Train_190_contour,0,0,0,1
Train_190_cut,0,0,0,1
Train_190_gaus,0,0,0,1
Train_190_seg,0,0,0,1
Train_191_contour,0,0,0,1
Train_191_cut,0,0,0,1
Train_191_gaus,0,0,0,1
Train_191_seg,0,0,0,1
Train_192_contour,0,0,0,1
Train_192_cut,0,0,0,1
Train_192_gaus,0,0,0,1
Train_192_seg,0,0,0,1
Train_193_contour,0,0,1,0
Train_193_cut,0,0,1,0
Train_193_gaus,0,0,1,0
Train_193_seg,0,0,1,0
Train_194_contour,0,0,1,0
Train_194_cut,0,0,1,0
Train_194_gaus,0,0,1,0
Train_194_seg,0,0,1,0
Train_195_contour,1,0,0,0
Train_195_cut,1,0,0,0
Train_195_gaus,1,0,0,0
Train_195_seg,1,0,0,0
Train_196_contour,0,0,0,1
Train_196_cut,0,0,0,1
Train_196_gaus,0,0,0,1
Train_196_seg,0,0,0,1
Train_197_contour,0,0,0,1
Train_197_cut,0,0,0,1
Train_197_gaus,0,0,0,1
Train_197_seg,0,0,0,1
Train_198_contour,1,0,0,0
Train_198_cut,1,0,0,0
Train_198_gaus,1,0,0,0
Train_198_seg,1,0,0,0
Train_199_contour,1,0,0,0
Train_199_cut,1,0,0,0
Train_199_gaus,1,0,0,0
Train_199_seg,1,0,0,0
Train_200_contour,0,0,0,1
Train_200_cut,0,0,0,1
Train_200_gaus,0,0,0,1
Train_200_seg,0,0,0,1
Train_201_contour,1,0,0,0
Train_201_cut,1,0,0,0
Train_201_gaus,1,0,0,0
Train_201_seg,1,0,0,0
Train_202_contour,0,0,1,0
Train_202_cut,0,0,1,0
Train_202_gaus,0,0,1,0
Train_202_seg,0,0,1,0
Train_203_contour,0,0,0,1
Train_203_cut,0,0,0,1
Train_203_gaus,0,0,0,1
Train_203_seg,0,0,0,1
Train_204_contour,0,0,0,1
Train_204_cut,0,0,0,1
Train_204_gaus,0,0,0,1
Train_204_seg,0,0,0,1
Train_205_contour,0,0,1,0
Train_205_cut,0,0,1,0
Train_205_gaus,0,0,1,0
Train_205_seg,0,0,1,0
Train_206_contour,0,0,1,0
Train_206_cut,0,0,1,0
Train_206_gaus,0,0,1,0
Train_206_seg,0,0,1,0
Train_207_contour,0,0,0,1
Train_207_cut,0,0,0,1
Train_207_gaus,0,0,0,1
Train_207_seg,0,0,0,1
Train_208_contour,0,0,1,0
Train_208_cut,0,0,1,0
Train_208_gaus,0,0,1,0
Train_208_seg,0,0,1,0
Train_209_contour,0,0,0,1
Train_209_cut,0,0,0,1
Train_209_gaus,0,0,0,1
Train_209_seg,0,0,0,1
Train_210_contour,0,0,0,1
Train_210_cut,0,0,0,1
Train_210_gaus,0,0,0,1
Train_210_seg,0,0,0,1
Train_211_contour,0,0,0,1
Train_211_cut,0,0,0,1
Train_211_gaus,0,0,0,1
Train_211_seg,0,0,0,1
Train_212_contour,0,0,1,0
Train_212_cut,0,0,1,0
Train_212_gaus,0,0,1,0
Train_212_seg,0,0,1,0
Train_213_contour,1,0,0,0
Train_213_cut,1,0,0,0
Train_213_gaus,1,0,0,0
Train_213_seg,1,0,0,0
Train_214_contour,0,0,0,1
Train_214_cut,0,0,0,1
Train_214_gaus,0,0,0,1
Train_214_seg,0,0,0,1
Train_215_contour,1,0,0,0
Train_215_cut,1,0,0,0
Train_215_gaus,1,0,0,0
Train_215_seg,1,0,0,0
Train_216_contour,0,0,0,1
Train_216_cut,0,0,0,1
Train_216_gaus,0,0,0,1
Train_216_seg,0,0,0,1
Train_217_contour,0,0,0,1
Train_217_cut,0,0,0,1
Train_217_gaus,0,0,0,1
Train_217_seg,0,0,0,1
Train_218_contour,0,0,1,0
Train_218_cut,0,0,1,0
Train_218_gaus,0,0,1,0
Train_218_seg,0,0,1,0
Train_219_contour,1,0,0,0
Train_219_cut,1,0,0,0
Train_219_gaus,1,0,0,0
Train_219_seg,1,0,0,0
Train_220_contour,1,0,0,0
Train_220_cut,1,0,0,0
Train_220_gaus,1,0,0,0
Train_220_seg,1,0,0,0
Train_221_contour,1,0,0,0
Train_221_cut,1,0,0,0
Train_221_gaus,1,0,0,0
Train_221_seg,1,0,0,0
Train_222_contour,0,0,0,1
Train_222_cut,0,0,0,1
Train_222_gaus,0,0,0,1
Train_222_seg,0,0,0,1
Train_223_contour,0,0,1,0
Train_223_cut,0,0,1,0
Train_223_gaus,0,0,1,0
Train_223_seg,0,0,1,0
Train_224_contour,1,0,0,0
Train_224_cut,1,0,0,0
Train_224_gaus,1,0,0,0
Train_224_seg,1,0,0,0
Train_225_contour,0,0,1,0
Train_225_cut,0,0,1,0
Train_225_gaus,0,0,1,0
Train_225_seg,0,0,1,0
Train_226_contour,0,0,1,0
Train_226_cut,0,0,1,0
Train_226_gaus,0,0,1,0
Train_226_seg,0,0,1,0
Train_227_contour,1,0,0,0
Train_227_cut,1,0,0,0
Train_227_gaus,1,0,0,0
Train_227_seg,1,0,0,0
Train_228_contour,0,0,1,0
Train_228_cut,0,0,1,0
Train_228_gaus,0,0,1,0
Train_228_seg,0,0,1,0
Train_229_contour,0,0,0,1
Train_229_cut,0,0,0,1
Train_229_gaus,0,0,0,1
Train_229_seg,0,0,0,1
Train_230_contour,0,0,0,1
Train_230_cut,0,0,0,1
Train_230_gaus,0,0,0,1
Train_230_seg,0,0,0,1
Train_231_contour,0,1,0,0
Train_231_cut,0,1,0,0
Train_231_gaus,0,1,0,0
Train_231_seg,0,1,0,0
Train_232_contour,0,0,0,1
Train_232_cut,0,0,0,1
Train_232_gaus,0,0,0,1
Train_232_seg,0,0,0,1
Train_233_contour,0,0,1,0
Train_233_cut,0,0,1,0
Train_233_gaus,0,0,1,0
Train_233_seg,0,0,1,0
Train_234_contour,0,0,0,1
Train_234_cut,0,0,0,1
Train_234_gaus,0,0,0,1
Train_234_seg,0,0,0,1
Train_235_contour,0,0,0,1
Train_235_cut,0,0,0,1
Train_235_gaus,0,0,0,1
Train_235_seg,0,0,0,1
Train_236_contour,0,0,1,0
Train_236_cut,0,0,1,0
Train_236_gaus,0,0,1,0
Train_236_seg,0,0,1,0
Train_237_contour,0,1,0,0
Train_237_cut,0,1,0,0
Train_237_gaus,0,1,0,0
Train_237_seg,0,1,0,0
Train_238_contour,1,0,0,0
Train_238_cut,1,0,0,0
Train_238_gaus,1,0,0,0
Train_238_seg,1,0,0,0
Train_239_contour,0,0,0,1
Train_239_cut,0,0,0,1
Train_239_gaus,0,0,0,1
Train_239_seg,0,0,0,1
Train_240_contour,0,0,1,0
Train_240_cut,0,0,1,0
Train_240_gaus,0,0,1,0
Train_240_seg,0,0,1,0
Train_241_contour,0,0,1,0
Train_241_cut,0,0,1,0
Train_241_gaus,0,0,1,0
Train_241_seg,0,0,1,0
Train_242_contour,0,0,0,1
Train_242_cut,0,0,0,1
Train_242_gaus,0,0,0,1
Train_242_seg,0,0,0,1
Train_243_contour,0,0,0,1
Train_243_cut,0,0,0,1
Train_243_gaus,0,0,0,1
Train_243_seg,0,0,0,1
Train_244_contour,0,0,1,0
Train_244_cut,0,0,1,0
Train_244_gaus,0,0,1,0
Train_244_seg,0,0,1,0
Train_245_contour,0,1,0,0
Train_245_cut,0,1,0,0
Train_245_gaus,0,1,0,0
Train_245_seg,0,1,0,0
Train_246_contour,1,0,0,0
Train_246_cut,1,0,0,0
Train_246_gaus,1,0,0,0
Train_246_seg,1,0,0,0
Train_247_contour,1,0,0,0
Train_247_cut,1,0,0,0
Train_247_gaus,1,0,0,0
Train_247_seg,1,0,0,0
Train_248_contour,1,0,0,0
Train_248_cut,1,0,0,0
Train_248_gaus,1,0,0,0
Train_248_seg,1,0,0,0
Train_249_contour,1,0,0,0
Train_249_cut,1,0,0,0
Train_249_gaus,1,0,0,0
Train_249_seg,1,0,0,0
Train_250_contour,0,0,0,1
Train_250_cut,0,0,0,1
Train_250_gaus,0,0,0,1
Train_250_seg,0,0,0,1
Train_251_contour,0,0,0,1
Train_251_cut,0,0,0,1
Train_251_gaus,0,0,0,1
Train_251_seg,0,0,0,1
Train_252_contour,0,0,0,1
Train_252_cut,0,0,0,1
Train_252_gaus,0,0,0,1
Train_252_seg,0,0,0,1
Train_253_contour,0,0,0,1
Train_253_cut,0,0,0,1
Train_253_gaus,0,0,0,1
Train_253_seg,0,0,0,1
Train_254_contour,0,0,1,0
Train_254_cut,0,0,1,0
Train_254_gaus,0,0,1,0
Train_254_seg,0,0,1,0
Train_255_contour,0,0,0,1
Train_255_cut,0,0,0,1
Train_255_gaus,0,0,0,1
Train_255_seg,0,0,0,1
Train_256_contour,0,0,0,1
Train_256_cut,0,0,0,1
Train_256_gaus,0,0,0,1
Train_256_seg,0,0,0,1
Train_257_contour,1,0,0,0
Train_257_cut,1,0,0,0
Train_257_gaus,1,0,0,0
Train_257_seg,1,0,0,0
Train_258_contour,0,0,0,1
Train_258_cut,0,0,0,1
Train_258_gaus,0,0,0,1
Train_258_seg,0,0,0,1
Train_259_contour,0,0,1,0
Train_259_cut,0,0,1,0
Train_259_gaus,0,0,1,0
Train_259_seg,0,0,1,0
Train_260_contour,0,0,0,1
Train_260_cut,0,0,0,1
Train_260_gaus,0,0,0,1
Train_260_seg,0,0,0,1
Train_261_contour,1,0,0,0
Train_261_cut,1,0,0,0
Train_261_gaus,1,0,0,0
Train_261_seg,1,0,0,0
Train_262_contour,0,0,0,1
Train_262_cut,0,0,0,1
Train_262_gaus,0,0,0,1
Train_262_seg,0,0,0,1
Train_263_contour,1,0,0,0
Train_263_cut,1,0,0,0
Train_263_gaus,1,0,0,0
Train_263_seg,1,0,0,0
Train_264_contour,1,0,0,0
Train_264_cut,1,0,0,0
Train_264_gaus,1,0,0,0
Train_264_seg,1,0,0,0
Train_265_contour,1,0,0,0
Train_265_cut,1,0,0,0
Train_265_gaus,1,0,0,0
Train_265_seg,1,0,0,0
Train_266_contour,1,0,0,0
Train_266_cut,1,0,0,0
Train_266_gaus,1,0,0,0
Train_266_seg,1,0,0,0
Train_267_contour,0,0,0,1
Train_267_cut,0,0,0,1
Train_267_gaus,0,0,0,1
Train_267_seg,0,0,0,1
Train_268_contour,0,0,0,1
Train_268_cut,0,0,0,1
Train_268_gaus,0,0,0,1
Train_268_seg,0,0,0,1
Train_269_contour,0,0,1,0
Train_269_cut,0,0,1,0
Train_269_gaus,0,0,1,0
Train_269_seg,0,0,1,0
Train_270_contour,0,0,0,1
Train_270_cut,0,0,0,1
Train_270_gaus,0,0,0,1
Train_270_seg,0,0,0,1
Train_271_contour,1,0,0,0
Train_271_cut,1,0,0,0
Train_271_gaus,1,0,0,0
Train_271_seg,1,0,0,0
Train_272_contour,0,0,0,1
Train_272_cut,0,0,0,1
Train_272_gaus,0,0,0,1
Train_272_seg,0,0,0,1
Train_273_contour,1,0,0,0
Train_273_cut,1,0,0,0
Train_273_gaus,1,0,0,0
Train_273_seg,1,0,0,0
Train_274_contour,0,0,1,0
Train_274_cut,0,0,1,0
Train_274_gaus,0,0,1,0
Train_274_seg,0,0,1,0
Train_275_contour,0,0,1,0
Train_275_cut,0,0,1,0
Train_275_gaus,0,0,1,0
Train_275_seg,0,0,1,0
Train_276_contour,0,0,0,1
Train_276_cut,0,0,0,1
Train_276_gaus,0,0,0,1
Train_276_seg,0,0,0,1
Train_277_contour,0,0,1,0
Train_277_cut,0,0,1,0
Train_277_gaus,0,0,1,0
Train_277_seg,0,0,1,0
Train_278_contour,1,0,0,0
Train_278_cut,1,0,0,0
Train_278_gaus,1,0,0,0
Train_278_seg,1,0,0,0
Train_279_contour,0,0,1,0
Train_279_cut,0,0,1,0
Train_279_gaus,0,0,1,0
Train_279_seg,0,0,1,0
Train_280_contour,0,0,0,1
Train_280_cut,0,0,0,1
Train_280_gaus,0,0,0,1
Train_280_seg,0,0,0,1
Train_281_contour,0,0,0,1
Train_281_cut,0,0,0,1
Train_281_gaus,0,0,0,1
Train_281_seg,0,0,0,1
Train_282_contour,1,0,0,0
Train_282_cut,1,0,0,0
Train_282_gaus,1,0,0,0
Train_282_seg,1,0,0,0
Train_283_contour,0,0,0,1
Train_283_cut,0,0,0,1
Train_283_gaus,0,0,0,1
Train_283_seg,0,0,0,1
Train_284_contour,0,0,1,0
Train_284_cut,0,0,1,0
Train_284_gaus,0,0,1,0
Train_284_seg,0,0,1,0
Train_285_contour,0,0,1,0
Train_285_cut,0,0,1,0
Train_285_gaus,0,0,1,0
Train_285_seg,0,0,1,0
Train_286_contour,0,0,1,0
Train_286_cut,0,0,1,0
Train_286_gaus,0,0,1,0
Train_286_seg,0,0,1,0
Train_287_contour,1,0,0,0
Train_287_cut,1,0,0,0
Train_287_gaus,1,0,0,0
Train_287_seg,1,0,0,0
Train_288_contour,0,0,1,0
Train_288_cut,0,0,1,0
Train_288_gaus,0,0,1,0
Train_288_seg,0,0,1,0
Train_289_contour,0,0,1,0
Train_289_cut,0,0,1,0
Train_289_gaus,0,0,1,0
Train_289_seg,0,0,1,0
Train_290_contour,0,0,0,1
Train_290_cut,0,0,0,1
Train_290_gaus,0,0,0,1
Train_290_seg,0,0,0,1
Train_291_contour,1,0,0,0
Train_291_cut,1,0,0,0
Train_291_gaus,1,0,0,0
Train_291_seg,1,0,0,0
Train_292_contour,0,0,0,1
Train_292_cut,0,0,0,1
Train_292_gaus,0,0,0,1
Train_292_seg,0,0,0,1
Train_293_contour,0,0,0,1
Train_293_cut,0,0,0,1
Train_293_gaus,0,0,0,1
Train_293_seg,0,0,0,1
Train_294_contour,0,0,1,0
Train_294_cut,0,0,1,0
Train_294_gaus,0,0,1,0
Train_294_seg,0,0,1,0
Train_295_contour,1,0,0,0
Train_295_cut,1,0,0,0
Train_295_gaus,1,0,0,0
Train_295_seg,1,0,0,0
Train_296_contour,0,0,0,1
Train_296_cut,0,0,0,1
Train_296_gaus,0,0,0,1
Train_296_seg,0,0,0,1
Train_297_contour,0,0,0,1
Train_297_cut,0,0,0,1
Train_297_gaus,0,0,0,1
Train_297_seg,0,0,0,1
Train_298_contour,1,0,0,0
Train_298_cut,1,0,0,0
Train_298_gaus,1,0,0,0
Train_298_seg,1,0,0,0
Train_299_contour,0,0,1,0
Train_299_cut,0,0,1,0
Train_299_gaus,0,0,1,0
Train_299_seg,0,0,1,0
Train_300_contour,1,0,0,0
Train_300_cut,1,0,0,0
Train_300_gaus,1,0,0,0
Train_300_seg,1,0,0,0
Train_301_contour,0,0,1,0
Train_301_cut,0,0,1,0
Train_301_gaus,0,0,1,0
Train_301_seg,0,0,1,0
Train_302_contour,0,0,1,0
Train_302_cut,0,0,1,0
Train_302_gaus,0,0,1,0
Train_302_seg,0,0,1,0
Train_303_contour,0,0,0,1
Train_303_cut,0,0,0,1
Train_303_gaus,0,0,0,1
Train_303_seg,0,0,0,1
Train_304_contour,1,0,0,0
Train_304_cut,1,0,0,0
Train_304_gaus,1,0,0,0
Train_304_seg,1,0,0,0
Train_305_contour,0,0,0,1
Train_305_cut,0,0,0,1
Train_305_gaus,0,0,0,1
Train_305_seg,0,0,0,1
Train_306_contour,0,1,0,0
Train_306_cut,0,1,0,0
Train_306_gaus,0,1,0,0
Train_306_seg,0,1,0,0
Train_307_contour,1,0,0,0
Train_307_cut,1,0,0,0
Train_307_gaus,1,0,0,0
Train_307_seg,1,0,0,0
Train_308_contour,0,0,0,1
Train_308_cut,0,0,0,1
Train_308_gaus,0,0,0,1
Train_308_seg,0,0,0,1
Train_309_contour,0,0,0,1
Train_309_cut,0,0,0,1
Train_309_gaus,0,0,0,1
Train_309_seg,0,0,0,1
Train_310_contour,0,0,0,1
Train_310_cut,0,0,0,1
Train_310_gaus,0,0,0,1
Train_310_seg,0,0,0,1
Train_311_contour,1,0,0,0
Train_311_cut,1,0,0,0
Train_311_gaus,1,0,0,0
Train_311_seg,1,0,0,0
Train_312_contour,0,0,0,1
Train_312_cut,0,0,0,1
Train_312_gaus,0,0,0,1
Train_312_seg,0,0,0,1
Train_313_contour,0,0,1,0
Train_313_cut,0,0,1,0
Train_313_gaus,0,0,1,0
Train_313_seg,0,0,1,0
Train_314_contour,0,0,1,0
Train_314_cut,0,0,1,0
Train_314_gaus,0,0,1,0
Train_314_seg,0,0,1,0
Train_315_contour,0,0,0,1
Train_315_cut,0,0,0,1
Train_315_gaus,0,0,0,1
Train_315_seg,0,0,0,1
Train_316_contour,0,0,0,1
Train_316_cut,0,0,0,1
Train_316_gaus,0,0,0,1
Train_316_seg,0,0,0,1
Train_317_contour,1,0,0,0
Train_317_cut,1,0,0,0
Train_317_gaus,1,0,0,0
Train_317_seg,1,0,0,0
Train_318_contour,0,0,1,0
Train_318_cut,0,0,1,0
Train_318_gaus,0,0,1,0
Train_318_seg,0,0,1,0
Train_319_contour,0,0,0,1
Train_319_cut,0,0,0,1
Train_319_gaus,0,0,0,1
Train_319_seg,0,0,0,1
Train_320_contour,1,0,0,0
Train_320_cut,1,0,0,0
Train_320_gaus,1,0,0,0
Train_320_seg,1,0,0,0
Train_321_contour,0,0,1,0
Train_321_cut,0,0,1,0
Train_321_gaus,0,0,1,0
Train_321_seg,0,0,1,0
Train_322_contour,0,0,1,0
Train_322_cut,0,0,1,0
Train_322_gaus,0,0,1,0
Train_322_seg,0,0,1,0
Train_323_contour,0,0,1,0
Train_323_cut,0,0,1,0
Train_323_gaus,0,0,1,0
Train_323_seg,0,0,1,0
Train_324_contour,0,0,0,1
Train_324_cut,0,0,0,1
Train_324_gaus,0,0,0,1
Train_324_seg,0,0,0,1
Train_325_contour,0,0,0,1
Train_325_cut,0,0,0,1
Train_325_gaus,0,0,0,1
Train_325_seg,0,0,0,1
Train_326_contour,0,0,0,1
Train_326_cut,0,0,0,1
Train_326_gaus,0,0,0,1
Train_326_seg,0,0,0,1
Train_327_contour,0,0,1,0
Train_327_cut,0,0,1,0
Train_327_gaus,0,0,1,0
Train_327_seg,0,0,1,0
Train_328_contour,0,0,1,0
Train_328_cut,0,0,1,0
Train_328_gaus,0,0,1,0
Train_328_seg,0,0,1,0
Train_329_contour,1,0,0,0
Train_329_cut,1,0,0,0
Train_329_gaus,1,0,0,0
Train_329_seg,1,0,0,0
Train_330_contour,1,0,0,0
Train_330_cut,1,0,0,0
Train_330_gaus,1,0,0,0
Train_330_seg,1,0,0,0
Train_331_contour,0,0,1,0
Train_331_cut,0,0,1,0
Train_331_gaus,0,0,1,0
Train_331_seg,0,0,1,0
Train_332_contour,0,0,0,1
Train_332_cut,0,0,0,1
Train_332_gaus,0,0,0,1
Train_332_seg,0,0,0,1
Train_333_contour,0,0,1,0
Train_333_cut,0,0,1,0
Train_333_gaus,0,0,1,0
Train_333_seg,0,0,1,0
Train_334_contour,0,0,1,0
Train_334_cut,0,0,1,0
Train_334_gaus,0,0,1,0
Train_334_seg,0,0,1,0
Train_335_contour,1,0,0,0
Train_335_cut,1,0,0,0
Train_335_gaus,1,0,0,0
Train_335_seg,1,0,0,0
Train_336_contour,0,1,0,0
Train_336_cut,0,1,0,0
Train_336_gaus,0,1,0,0
Train_336_seg,0,1,0,0
Train_337_contour,1,0,0,0
Train_337_cut,1,0,0,0
Train_337_gaus,1,0,0,0
Train_337_seg,1,0,0,0
Train_338_contour,0,1,0,0
Train_338_cut,0,1,0,0
Train_338_gaus,0,1,0,0
Train_338_seg,0,1,0,0
Train_339_contour,1,0,0,0
Train_339_cut,1,0,0,0
Train_339_gaus,1,0,0,0
Train_339_seg,1,0,0,0
Train_340_contour,0,0,1,0
Train_340_cut,0,0,1,0
Train_340_gaus,0,0,1,0
Train_340_seg,0,0,1,0
Train_341_contour,0,0,1,0
Train_341_cut,0,0,1,0
Train_341_gaus,0,0,1,0
Train_341_seg,0,0,1,0
Train_342_contour,0,0,1,0
Train_342_cut,0,0,1,0
Train_342_gaus,0,0,1,0
Train_342_seg,0,0,1,0
Train_343_contour,0,0,0,1
Train_343_cut,0,0,0,1
Train_343_gaus,0,0,0,1
Train_343_seg,0,0,0,1
Train_344_contour,0,0,1,0
Train_344_cut,0,0,1,0
Train_344_gaus,0,0,1,0
Train_344_seg,0,0,1,0
Train_345_contour,0,0,1,0
Train_345_cut,0,0,1,0
Train_345_gaus,0,0,1,0
Train_345_seg,0,0,1,0
Train_346_contour,0,0,1,0
Train_346_cut,0,0,1,0
Train_346_gaus,0,0,1,0
Train_346_seg,0,0,1,0
Train_347_contour,0,0,1,0
Train_347_cut,0,0,1,0
Train_347_gaus,0,0,1,0
Train_347_seg,0,0,1,0
